productId,name,supplier,price,category,tags
OFF-PA-10003001,Xerox 1986,"Perry, Thornton and Lane",60.12,Office Supplies,Paper
OFF-BI-10001628,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",Williams-Smith,41.72,Office Supplies,Binders
OFF-PA-10001509,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Butler Group,71.6,Office Supplies,Paper
OFF-BI-10000309,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Jones and Sons,85.232,Office Supplies,Binders
OFF-LA-10003923,Alphabetical Labels for Top Tab Filing,Ferguson and Sons,44.4,Office Supplies,Labels
FUR-CH-10002084,Hon Mobius Operator's Chair,"Lewis, Allen and Mendez",442.764,Furniture,Chairs
TEC-MA-10000488,Bady BDG101FRU Card Printer,"Davenport, Cannon and Sims",3999.95,Technology,Machines
TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,"Manning, Hurst and Mitchell",199.95,Technology,Accessories
FUR-FU-10001940,Staple-based wall hangings,"Wong, Carney and Campbell",63.68,Furniture,Furnishings
OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,Lewis-Klein,54.896,Office Supplies,Binders
TEC-AC-10002345,HP Standard 104 key PS/2 Keyboard,Mathis-Fitzpatrick,29.0,Technology,Accessories
OFF-EN-10003134,Staple envelope,Hernandez-Hutchinson,70.08,Office Supplies,Envelopes
FUR-FU-10003708,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""","Ponce, Fuller and Carrillo",121.3,Furniture,Furnishings
TEC-PH-10003645,Aastra 57i VoIP phone,Robertson-Andrews,1454.49,Technology,Phones
OFF-AP-10000692,Fellowes Mighty 8 Compact Surge Protector,"Kaiser, Braun and Chambers",60.81,Office Supplies,Appliances
OFF-BI-10001718,GBC DocuBind P50 Personal Binding Machine,"Lewis, Barnett and Jackson",153.552,Office Supplies,Binders
OFF-AP-10002082,Holmes HEPA Air Purifier,Thomas Group,65.34,Office Supplies,Appliances
OFF-PA-10001125,Xerox 1988,Gomez-Walker,123.92,Office Supplies,Paper
OFF-AP-10000252,Harmony HEPA Quiet Air Purifiers,Barton-Clark,35.1,Office Supplies,Appliances
TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,"Owens, Pena and White",44.75,Technology,Accessories
OFF-AR-10000940,Newell 343,Johnson-Vazquez,4.704,Office Supplies,Art
OFF-AR-10001954,Newell 331,Vasquez-Ortiz,14.67,Office Supplies,Art
OFF-PA-10003177,Xerox 1999,"Schroeder, Flowers and Marshall",15.552,Office Supplies,Paper
OFF-PA-10000533,Southworth Parchment Paper & Envelopes,Combs-Calderon,5.232,Office Supplies,Paper
FUR-FU-10001935,3M Hangers With Command Adhesive,Cordova and Sons,22.2,Furniture,Furnishings
TEC-PH-10002563,Adtran 1202752G1,Kent-Cisneros,881.93,Technology,Phones
OFF-BI-10002160,Acco Hanging Data Binders,White PLC,6.096,Office Supplies,Binders
FUR-FU-10004748,"Howard Miller 16"" Diameter Gallery Wall Clock","Mitchell, Mitchell and Peterson",191.82,Furniture,Furnishings
FUR-FU-10001473,"Eldon Executive Woodline II Desk Accessories, Mahogany",Ramos-Underwood,20.104,Furniture,Furnishings
OFF-AR-10000538,"Boston Model 1800 Electric Pencil Sharpener, Gray",Price-Bryant,67.56,Office Supplies,Art
OFF-BI-10001098,Acco D-Ring Binder w/DublLock,Bernard and Sons,29.932,Office Supplies,Binders
TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Le and Sons,38.272,Technology,Phones
OFF-AR-10000390,Newell Chalk Holder,"Farrell, Gonzalez and Howard",16.52,Office Supplies,Art
TEC-PH-10001079,Polycom SoundPoint Pro SE-225 Corded phone,Simmons-Hill,832.93,Technology,Phones
OFF-BI-10003460,Acco 3-Hole Punch,"Maldonado, Stanton and Burns",43.8,Office Supplies,Binders
OFF-AP-10003842,Euro-Pro Shark Turbo Vacuum,"Miller, White and Davidson",167.292,Office Supplies,Appliances
FUR-FU-10003535,Howard Miller Distant Time Traveler Alarm Clock,Schmidt-Perez,27.42,Furniture,Furnishings
OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,"Ward, Thomas and Chapman",1.44,Office Supplies,Binders
OFF-BI-10001922,Storex Dura Pro Binders,Bird-Miller,61.776,Office Supplies,Binders
OFF-AP-10000576,"Belkin 325VA UPS Surge Protector, 6'",Smith-Davis,241.96,Office Supplies,Appliances
FUR-CH-10000553,"Metal Folding Chairs, Beige, 4/Carton","Caldwell, Griffin and Marshall",108.608,Furniture,Chairs
OFF-AR-10003469,Nontoxic Chalk,"Nicholson, Washington and Johnston",2.816,Office Supplies,Art
OFF-BI-10000145,Zipper Ring Binder Pockets,Hanson-Thomas,9.984,Office Supplies,Binders
OFF-ST-10001580,Super Decoflex Portable Personal File,"Foster, Wilson and Baker",14.98,Office Supplies,Storage
TEC-PH-10001817,Wilson Electronics DB Pro Signal Booster,Fields PLC,1145.6,Technology,Phones
TEC-PH-10001578,Polycom SoundStation2 EX Conference phone,Alvarez-Scott,485.94,Technology,Phones
OFF-AR-10004078,Newell 312,Woods-Anderson,37.376,Office Supplies,Art
FUR-CH-10004860,Global Low Back Tilter Chair,"Melton, Jensen and Wall",70.686,Furniture,Chairs
OFF-PA-10003790,Xerox 1991,Jones Group,54.816,Office Supplies,Paper
FUR-BO-10002202,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors","Gray, Kent and Anderson",72.294,Furniture,Bookcases
OFF-FA-10003059,Assorted Color Push Pins,Nelson Group,2.896,Office Supplies,Fasteners
TEC-PH-10002496,Cisco SPA301,"Silva, Parks and Smith",124.792,Technology,Phones
FUR-TA-10003238,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Calderon-Franklin,330.588,Furniture,Tables
OFF-BI-10004390,GBC DocuBind 200 Manual Binding Machine,Fleming-Smith,673.568,Office Supplies,Binders
OFF-AP-10002765,Fellowes Advanced Computer Series Surge Protectors,Garcia-Ortiz,52.98,Office Supplies,Appliances
FUR-FU-10000293,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Lopez-Francis,526.45,Furniture,Furnishings
OFF-ST-10003692,Recycled Steel Personal File for Hanging File Folders,Nelson-Jones,228.92,Office Supplies,Storage
TEC-PH-10001051,HTC One,Jackson PLC,319.968,Technology,Phones
TEC-AC-10001013,Logitech ClearChat Comfort/USB Headset H390,Ramos-Torres,205.03,Technology,Accessories
OFF-ST-10000025,Fellowes Stor/Drawer Steel Plus Storage Drawers,Wallace-Williams,190.86,Office Supplies,Storage
OFF-AR-10000817,Manco Dry-Lighter Erasable Highlighter,Wright Group,24.32,Office Supplies,Art
OFF-SU-10000952,Fiskars Home & Office Scissors,Sanchez LLC,44.4,Office Supplies,Supplies
FUR-FU-10004597,Eldon Cleatmat Chair Mats for Medium Pile Carpets,"Glenn, Franklin and Coleman",44.4,Furniture,Furnishings
OFF-BI-10003527,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,"Griffin, Blackburn and Francis",1016.792,Office Supplies,Binders
OFF-BI-10002982,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Lopez-Baker,38.136,Office Supplies,Binders
TEC-PH-10004165,Mitel MiVoice 5330e IP Phone,Stafford-Lee,494.982,Technology,Phones
OFF-ST-10003442,Eldon Portable Mobile Manager,Oconnor-Harris,56.56,Office Supplies,Storage
OFF-AR-10003856,Newell 344,Norman Group,5.56,Office Supplies,Art
OFF-FA-10004248,Advantus T-Pin Paper Clips,"White, Neal and Flowers",9.02,Office Supplies,Fasteners
OFF-AP-10001492,"Acco Six-Outlet Power Strip, 4' Cord Length","Mann, Smith and Dixon",8.62,Office Supplies,Appliances
TEC-PH-10004165,Mitel MiVoice 5330e IP Phone,Duke-Lopez,659.976,Technology,Phones
OFF-PA-10004285,Xerox 1959,Morales and Sons,13.36,Office Supplies,Paper
OFF-BI-10001628,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",Olson LLC,41.72,Office Supplies,Binders
OFF-BI-10000546,Avery Durable Binders,"Foster, Sosa and Stephenson",11.52,Office Supplies,Binders
OFF-AP-10001391,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,"Chan, Mccoy and Jackson",541.44,Office Supplies,Appliances
OFF-PA-10000477,Xerox 22,"Obrien, Martin and Taylor",19.44,Office Supplies,Paper
OFF-PA-10004327,Xerox 1911,"Frederick, Hampton and Johnson",143.7,Office Supplies,Paper
OFF-AP-10000696,Holmes Odor Grabber,Wilson-Clark,43.26,Office Supplies,Appliances
OFF-AP-10002082,Holmes HEPA Air Purifier,Santana-Davis,43.56,Office Supplies,Appliances
TEC-PH-10001944,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,Lee-Freeman,437.85,Technology,Phones
FUR-FU-10004952,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx","Brock, Contreras and Thompson",109.48,Furniture,Furnishings
FUR-CH-10000015,Hon Multipurpose Stacking Arm Chairs,Moore-Roy,1212.96,Furniture,Chairs
OFF-PA-10001776,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Ross-Larson,18.54,Office Supplies,Paper
OFF-FA-10002280,Advantus Plastic Paper Clips,Bates-Anderson,5.0,Office Supplies,Fasteners
TEC-AC-10002049,Logitech G19 Programmable Gaming Keyboard,Zuniga Ltd,371.97,Technology,Accessories
TEC-AC-10002253,Imation Bio 8GB USB Flash Drive Imation Corp,Johnson-Davis,166.24,Technology,Accessories
FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish","Stuart, Kidd and Ibarra",359.97,Furniture,Bookcases
TEC-AC-10004145,Logitech diNovo Edge Keyboard,Davidson Ltd,499.98,Technology,Accessories
OFF-PA-10002479,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Baker PLC,5.28,Office Supplies,Paper
OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",Le LLC,8.26,Office Supplies,Binders
OFF-PA-10003919,Xerox 1989,"Long, Hamilton and Alvarez",7.968,Office Supplies,Paper
OFF-PA-10002001,Xerox 1984,"Howard, Hoover and Mata",12.96,Office Supplies,Paper
OFF-PA-10002787,Xerox 227,Hayden PLC,6.48,Office Supplies,Paper
OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,Cross and Sons,6.984,Office Supplies,Binders
OFF-AR-10004344,Bulldog Vacuum Base Pencil Sharpener,Pena-Martin,47.96,Office Supplies,Art
OFF-ST-10003123,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,"Randolph, Tucker and Barnes",199.74,Office Supplies,Storage
FUR-FU-10000308,Deflect-o Glass Clear Studded Chair Mats,Floyd-Barker,435.26,Furniture,Furnishings
TEC-CO-10003763,Canon PC1060 Personal Laser Copier,"Nelson, Mack and Porter",1119.984,Technology,Copiers
FUR-TA-10001866,Bevis Round Conference Room Tables and Bases,"Lopez, Brooks and Russo",143.432,Furniture,Tables
FUR-CH-10002774,"Global Deluxe Stacking Chair, Gray",Payne Ltd,122.352,Furniture,Chairs
OFF-ST-10004337,"SAFCO Commercial Wire Shelving, 72h",Sanders and Sons,306.2,Office Supplies,Storage
FUR-TA-10001039,KI Adjustable-Height Table,"Dixon, Ward and Holland",85.98,Furniture,Tables
TEC-AC-10000109,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Simon-Sanchez,223.96,Technology,Accessories
FUR-CH-10003833,Novimex Fabric Task Chair,Martin-Collier,97.568,Furniture,Chairs
FUR-CH-10004289,Global Super Steno Chair,Brown Inc,614.272,Furniture,Chairs
FUR-BO-10004467,Bestar Classic Bookcase,Dean PLC,199.98,Furniture,Bookcases
OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Jones-Sullivan,48.16,Office Supplies,Paper
TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Richard Group,23.92,Technology,Phones
OFF-AP-10002222,Staple holder,"Kim, Jones and Mata",60.69,Office Supplies,Appliances
OFF-PA-10003971,Xerox 1965,Francis Inc,14.352,Office Supplies,Paper
OFF-AP-10004036,Bionaire 99.97% HEPA Air Cleaner,Kaiser-Sanchez,35.04,Office Supplies,Appliances
OFF-AP-10002287,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",Smith LLC,17.48,Office Supplies,Appliances
OFF-AR-10002375,Newell 351,Lee PLC,16.4,Office Supplies,Art
FUR-TA-10001950,Balt Solid Wood Round Tables,Ray Group,892.98,Furniture,Tables
TEC-PH-10001557,Pyle PMP37LED,"Barker, Miller and Owens",287.97,Technology,Phones
FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box","Ross, Clay and Duncan",595.38,Furniture,Furnishings
OFF-PA-10001166,Xerox 2,"Weaver, Fernandez and Gibson",12.96,Office Supplies,Paper
TEC-PH-10000347,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,Rogers Inc,4.95,Technology,Phones
FUR-FU-10003708,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Hood-Shaw,181.95,Furniture,Furnishings
OFF-PA-10002659,Avoid Verbal Orders Carbonless Minifold Book,"Davis, Thomas and Oneill",13.52,Office Supplies,Paper
FUR-FU-10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Jones Inc,259.7,Furniture,Furnishings
TEC-PH-10001527,Plantronics MX500i Earset,Flores-Pineda,42.95,Technology,Phones
TEC-AC-10001838,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Duncan Group,1399.93,Technology,Accessories
TEC-PH-10002597,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,Chapman Group,503.96,Technology,Phones
OFF-BI-10000756,Storex DuraTech Recycled Plastic Frosted Binders,Moreno Group,12.72,Office Supplies,Binders
OFF-BI-10000546,Avery Durable Binders,"Rasmussen, Scott and Rios",11.52,Office Supplies,Binders
TEC-AC-10001142,First Data FD10 PIN Pad,"Chang, Booker and Clark",316.0,Technology,Accessories
FUR-CH-10000785,Global Ergonomic Managers Chair,"Jones, Simmons and Keller",723.92,Furniture,Chairs
OFF-PA-10000474,Easy-staple paper,"Gordon, Barron and Jones",106.32,Office Supplies,Paper
FUR-BO-10003441,"Bush Westfield Collection Bookcases, Fully Assembled",Moore Inc,141.372,Furniture,Bookcases
OFF-PA-10004156,Xerox 188,Murray-Hill,27.216,Office Supplies,Paper
TEC-AC-10001432,Enermax Aurora Lite Keyboard,Yu Inc,390.75,Technology,Accessories
FUR-CH-10001394,Global Leather Executive Chair,Wilson and Sons,280.792,Furniture,Chairs
OFF-ST-10002370,"Sortfiler Multipurpose Personal File Organizer, Black","Martin, Vargas and Miller",68.448,Office Supplies,Storage
OFF-AR-10002956,Boston 16801 Nautilus Battery Pencil Sharpener,Rojas Ltd,88.04,Office Supplies,Art
OFF-AR-10001955,Newell 319,"Flores, Bowman and Clark",15.872,Office Supplies,Art
OFF-ST-10001809,Fellowes Officeware Wire Shelving,Russell and Sons,215.592,Office Supplies,Storage
OFF-LA-10004093,Avery 486,Lee and Sons,14.62,Office Supplies,Labels
OFF-AP-10002118,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Fernandez Inc,416.32,Office Supplies,Appliances
OFF-BI-10000404,Avery Printable Repositionable Plastic Tabs,"Keller, Allen and Moore",43.0,Office Supplies,Binders
FUR-CH-10003833,Novimex Fabric Task Chair,Johnson-Thomas,182.94,Furniture,Chairs
OFF-BI-10002072,Cardinal Slant-D Ring Binders,Tyler-Castillo,60.83,Office Supplies,Binders
TEC-AC-10003095,Logitech G35 7.1-Channel Surround Sound Headset,Garcia LLC,389.97,Technology,Accessories
OFF-AP-10001563,Belkin Premiere Surge Master II 8-outlet surge protector,"Mcfarland, Warner and Myers",194.32,Office Supplies,Appliances
TEC-AC-10000358,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,Pace Group,265.93,Technology,Accessories
OFF-BI-10004492,Tuf-Vin Binders,Reed Group,94.74,Office Supplies,Binders
OFF-BI-10001072,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Strickland Inc,60.64,Office Supplies,Binders
OFF-BI-10003707,Aluminum Screw Posts,Williams-Torres,76.3,Office Supplies,Binders
OFF-BI-10000977,Ibico Plastic Spiral Binding Combs,Bell PLC,364.8,Office Supplies,Binders
OFF-BI-10002082,GBC Twin Loop Wire Binding Elements,Anderson PLC,79.872,Office Supplies,Binders
FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish","Jenkins, Santana and Thomas",46.384,Furniture,Bookcases
OFF-PA-10002365,Xerox 1967,"Santana, Leon and Williams",12.96,Office Supplies,Paper
OFF-EN-10004147,Wausau Papers Astrobrights Colored Envelopes,Yu-Stephens,14.352,Office Supplies,Envelopes
FUR-FU-10001468,Tenex Antistatic Computer Chair Mats,"Smith, Gonzalez and Peters",547.136,Furniture,Furnishings
OFF-ST-10000642,"Tennsco Lockers, Gray",Maldonado Ltd,41.96,Office Supplies,Storage
OFF-PA-10000380,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages","Kelley, Gardner and Barrera",41.7,Office Supplies,Paper
OFF-PA-10004071,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Wilson-Mills,277.4,Office Supplies,Paper
OFF-PA-10004971,Xerox 196,Hooper Group,5.78,Office Supplies,Paper
OFF-AP-10000696,Holmes Odor Grabber,"Arroyo, Young and Anderson",69.216,Office Supplies,Appliances
OFF-EN-10004030,Convenience Packs of Business Envelopes,"Jones, Craig and Yoder",10.86,Office Supplies,Envelopes
OFF-AP-10000026,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,"Sanchez, Strickland and Ruiz",426.79,Office Supplies,Appliances
OFF-PA-10003936,Xerox 1994,Adams-Baldwin,25.92,Office Supplies,Paper
OFF-PA-10004530,Personal Creations Ink Jet Cards and Labels,Chavez-Dennis,45.92,Office Supplies,Paper
OFF-AR-10004930,Turquoise Lead Holder with Pocket Clip,Khan-Nichols,10.72,Office Supplies,Art
OFF-AR-10004999,Newell 315,"King, Thompson and Chandler",41.86,Office Supplies,Art
FUR-FU-10002501,Nu-Dell Executive Frame,Gonzalez-Scott,63.2,Furniture,Furnishings
TEC-AC-10000358,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,Roach-Small,113.97,Technology,Accessories
OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",Bates PLC,123.552,Office Supplies,Storage
OFF-AP-10001205,Belkin 5 Outlet SurgeMaster Power Centers,Velez and Sons,490.32,Office Supplies,Appliances
OFF-PA-10000659,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",Klein-Moody,70.08,Office Supplies,Paper
OFF-BI-10004141,Insertable Tab Indexes For Data Binders,"Roach, Mills and Maldonado",1.272,Office Supplies,Binders
FUR-TA-10004619,Hon Non-Folding Utility Tables,"Watkins, Bennett and Jackson",557.585,Furniture,Tables
OFF-BI-10004187,3-ring staple pack,"Chan, Jones and Campbell",9.024,Office Supplies,Binders
OFF-BI-10000632,Satellite Sectional Post Binders,"Roberson, Briggs and Holt",69.456,Office Supplies,Binders
OFF-PA-10003724,"Wirebound Message Book, 4 per Page",Estes and Sons,10.86,Office Supplies,Paper
OFF-AP-10002765,Fellowes Advanced Computer Series Surge Protectors,Ali LLC,79.47,Office Supplies,Appliances
OFF-AR-10001868,Prang Dustless Chalk Sticks,Robinson-Kaiser,10.08,Office Supplies,Art
FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Burns-Gonzalez,1552.831,Furniture,Bookcases
OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,Solis PLC,137.24,Office Supplies,Binders
TEC-AC-10004864,Memorex Micro Travel Drive 32 GB,Pacheco-Hall,36.51,Technology,Accessories
TEC-MA-10000597,Lexmark S315 Color Inkjet Printer,Shaw PLC,239.976,Technology,Machines
FUR-TA-10003473,Bretford Rectangular Conference Table Tops,"Garza, Price and Miller",1579.746,Furniture,Tables
FUR-TA-10001950,Balt Solid Wood Round Tables,"Bowman, Brown and Wright",1071.576,Furniture,Tables
FUR-TA-10004175,"Hon 30"" x 60"" Table with Locking Drawer",Wilson Inc,613.908,Furniture,Tables
OFF-PA-10002960,Xerox 1926,"Collins, Horton and Goodman",34.86,Office Supplies,Paper
OFF-PA-10000919,Xerox 1918,Reynolds PLC,155.04,Office Supplies,Paper
OFF-BI-10001553,SpineVue Locking Slant-D Ring Binders by Cardinal,Mcintosh-Salinas,13.71,Office Supplies,Binders
FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Trevino-Jones,127.88,Furniture,Furnishings
OFF-AP-10004540,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",White-Cox,160.32,Office Supplies,Appliances
OFF-BI-10004965,Ibico Covers for Plastic or Wire Binding Elements,Morgan Inc,46.0,Office Supplies,Binders
FUR-CH-10001714,"Global Leather & Oak Executive Chair, Burgundy","Smith, Curtis and King",120.712,Furniture,Chairs
OFF-PA-10002464,HP Office Recycled Paper (20Lb. and 87 Bright),Wilson LLC,23.12,Office Supplies,Paper
FUR-FU-10002298,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Morrison-Ford,532.704,Furniture,Furnishings
OFF-AR-10000315,"Dixon Ticonderoga Maple Cedar Pencil, #2",Smith Ltd,4.912,Office Supplies,Art
TEC-AC-10004353,Hypercom P1300 Pinpad,"Gibson, Gibson and May",252.0,Technology,Accessories
FUR-FU-10004973,Flat Face Poster Frame,Matthews LLC,60.288,Furniture,Furnishings
OFF-FA-10000936,Acco Hot Clips Clips to Go,Ramirez and Sons,2.632,Office Supplies,Fasteners
OFF-PA-10001609,Tops Wirebound Message Log Books,Castillo-Brown,23.688,Office Supplies,Paper
FUR-CH-10000785,Global Ergonomic Managers Chair,Sutton Group,253.372,Furniture,Chairs
OFF-FA-10000053,Revere Boxed Rubber Bands by Revere,Burnett Group,5.67,Office Supplies,Fasteners
OFF-BI-10001718,GBC DocuBind P50 Personal Binding Machine,Martinez-Olson,76.776,Office Supplies,Binders
OFF-SU-10004768,Acme Kleencut Forged Steel Scissors,Hawkins-Romero,9.184,Office Supplies,Supplies
OFF-PA-10003883,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",Sawyer Ltd,32.75,Office Supplies,Paper
OFF-FA-10004248,Advantus T-Pin Paper Clips,"Smith, Alexander and Jordan",7.216,Office Supplies,Fasteners
OFF-PA-10002581,Xerox 1951,"Savage, Valdez and Elliott",49.568,Office Supplies,Paper
FUR-FU-10004848,DAX Solid Wood Frames,"Tyler, Simpson and Harvey",54.712,Furniture,Furnishings
OFF-AP-10002403,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Washington Group,176.04,Office Supplies,Appliances
OFF-AR-10003087,Staples in misc. colors,"Ramirez, Yoder and Mitchell",16.02,Office Supplies,Art
OFF-BI-10002026,Avery Arch Ring Binders,Rosario and Sons,185.92,Office Supplies,Binders
TEC-PH-10000141,Clearsounds A400,Cohen-Flynn,211.168,Technology,Phones
TEC-CO-10000971,Hewlett Packard 310 Color Digital Copier,"Leon, Ortiz and Jones",479.984,Technology,Copiers
OFF-FA-10001229,Staples,"Mason, Schaefer and Sparks",7.86,Office Supplies,Fasteners
OFF-BI-10002437,Recycled Premium Regency Composition Covers,Cunningham-Hughes,24.448,Office Supplies,Binders
OFF-PA-10004255,Xerox 219,Chaney-Barker,6.48,Office Supplies,Paper
OFF-PA-10001184,Xerox 1903,"Adams, Wiggins and Patel",41.86,Office Supplies,Paper
TEC-AC-10002637,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),"Jones, Edwards and Lloyd",1619.91,Technology,Accessories
FUR-FU-10002878,"Seth Thomas 14"" Day/Date Wall Clock",Edwards Ltd,113.92,Furniture,Furnishings
OFF-AR-10000588,Newell 345,Trevino Ltd,39.68,Office Supplies,Art
TEC-AC-10002217,Imation Clip USB flash drive - 8 GB,Lucero-Lee,37.6,Technology,Accessories
TEC-AC-10001267,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,Diaz Inc,59.9,Technology,Accessories
OFF-PA-10004041,"It's Hot Message Books with Stickers, 2 3/4"" x 5""","Wells, Cardenas and White",37.0,Office Supplies,Paper
OFF-LA-10001613,Avery File Folder Labels,"Fletcher, Morgan and Peterson",5.76,Office Supplies,Labels
OFF-AR-10000246,Newell 318,Wilson Group,16.68,Office Supplies,Art
OFF-ST-10001809,Fellowes Officeware Wire Shelving,Wright-Mcdaniel,628.81,Office Supplies,Storage
OFF-ST-10002214,X-Rack File for Hanging Folders,"Mendoza, Keller and Thompson",56.45,Office Supplies,Storage
OFF-ST-10000649,Hanging Personal Folder File,Scott-Morris,94.2,Office Supplies,Storage
OFF-EN-10001990,Staple envelope,Bailey-Ellison,28.4,Office Supplies,Envelopes
FUR-BO-10000780,O'Sullivan Plantations 2-Door Library in Landvery Oak,"Ramirez, Brown and Mendez",956.6648,Furniture,Bookcases
TEC-AC-10002049,Logitech G19 Programmable Gaming Keyboard,Craig-Santiago,1115.91,Technology,Accessories
TEC-PH-10003555,Motorola HK250 Universal Bluetooth Headset,Johnson-Diaz,128.744,Technology,Phones
TEC-PH-10000702,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Padilla LLC,79.92,Technology,Phones
OFF-AR-10003631,Staples in misc. colors,"Garcia, Villa and Morales",24.2,Office Supplies,Art
TEC-PH-10003072,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,West Group,359.976,Technology,Phones
FUR-FU-10000758,DAX Natural Wood-Tone Poster Frame,"Martin, Shea and Lopez",211.84,Furniture,Furnishings
OFF-FA-10000992,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Wilkerson Group,5.68,Office Supplies,Fasteners
OFF-BI-10004187,3-ring staple pack,Hunt-Santana,7.52,Office Supplies,Binders
OFF-PA-10001947,Xerox 1974,Torres LLC,11.96,Office Supplies,Paper
FUR-TA-10002356,Bevis Boat-Shaped Conference Table,"Clark, Murphy and Black",629.064,Furniture,Tables
FUR-CH-10001714,"Global Leather & Oak Executive Chair, Burgundy","May, Schroeder and Ross",754.45,Furniture,Chairs
FUR-BO-10002824,Bush Mission Pointe Library,Ibarra-Greene,301.96,Furniture,Bookcases
TEC-AC-10002842,WD My Passport Ultra 2TB Portable External Hard Drive,"Pope, Crawford and Moss",595.0,Technology,Accessories
OFF-BI-10002082,GBC Twin Loop Wire Binding Elements,Cook-Hodge,79.872,Office Supplies,Binders
TEC-MA-10000112,Panasonic KX MB2061 Multifunction Printer,James PLC,2396.4,Technology,Machines
OFF-ST-10002289,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",Mitchell-Marshall,63.56,Office Supplies,Storage
TEC-AC-10004171,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,"Daniel, Stuart and Watson",99.99,Technology,Accessories
OFF-ST-10003656,Safco Industrial Wire Shelving,"Sanders, Perez and Vazquez",230.376,Office Supplies,Storage
